Episode_title	Episode_runtime	Released_on 
The Mystery Deepens	19 mins	16 Aug 2018
Cry For Help	20 mins	17 Aug 2018
Chalu Pandey's Inspection	19 mins	20 Aug 2018
The Fear Is Real	20 mins	21 Aug 2018
Popatlal's Ghost Bride	19 mins	22 Aug 2018
Sodhi's Pacifier	19 mins	23 Aug 2018
The Brave Hearts	20 mins	24 Aug 2018
The Meeting	19 mins	27 Aug 2018
Haunted Flat For Sale	20 mins	28 Aug 2018
The Fear In Gokuldham	20 mins	29 Aug 2018
Guru Ghantal	19 mins	30 Aug 2018
Beware Of Ghost	20 mins	31 Aug 2018
Jethalal's Inspection	19 mins	03 Sep 2018
The Veil Is Raised	19 mins	04 Sep 2018
The Truth Of The Ghost Bride	19 mins	05 Sep 2018
Brave Jethalal	18 mins	06 Sep 2018
The Ghostly Bride Departs	21 mins	07 Sep 2018
Tapu Sena Upto Something	20 mins	10 Sep 2018
The Important Meeting	20 mins	11 Sep 2018
Bhide's Dream	20 mins	12 Sep 2018
Tapu Sena On A Mission	20 mins	13 Sep 2018
Water, Water, Everywhere	20 mins	14 Sep 2018
The Struggle	20 mins	17 Sep 2018
Dr	21 mins	18 Sep 2018
Tapu Sena's Surprise	19 mins	19 Sep 2018
Tappu's Plan	20 mins	20 Sep 2018
Gearing Up For The Competition	20 mins	21 Sep 2018
Gokuldham Dhoomdham	20 mins	24 Sep 2018
And The Right Answer Is?	20 mins	25 Sep 2018
The Celebration Continues	20 mins	26 Sep 2018
Taarak's Amazing Performance	20 mins	27 Sep 2018
Anxious Bhide	20 mins	28 Sep 2018
Jethalal's Turn	20 mins	01 Oct 2018
Gandhi Jayanti Special	21 mins	02 Oct 2018
Surprise Awaits Jethalal	20 mins	03 Oct 2018
A New Scheme	FULL_HD120 mins	04 Oct 2018
A New Plan	20 mins	05 Oct 2018
The Unusual Offer	19 mins	08 Oct 2018
Profits Soar	20 mins	09 Oct 2018
An Obstacle	20 mins	10 Oct 2018
Pani Puri Conundrum	20 mins	11 Oct 2018
Selling Pani Puri	20 mins	12 Oct 2018
Iyer Confronts Jethalal	20 mins	15 Oct 2018
Under Arrest	19 mins	16 Oct 2018
Confined	20 mins	17 Oct 2018
The Explanation	20 mins	18 Oct 2018
Finding The Orchestra	20 mins	19 Oct 2018
Garba Nights Cancelled?	21 mins	20 Oct 2018
The Struggle Is Real	20 mins	22 Oct 2018
Jethalal Runs Away	20 mins	23 Oct 2018
Garba With A Twist	19 mins	24 Oct 2018
The Garba Fun	20 mins	25 Oct 2018
Soda And Chat Session	20 mins	26 Oct 2018
The Lottery Ticket	20 mins	27 Oct 2018
The Midnight Assignment	20 mins	29 Oct 2018
Winning The Lottery	20 mins	30 Oct 2018
Losing The Ticket	20 mins	31 Oct 2018
Finding The Laundry Man	20 mins	01 Nov 2018
In Search Of The Lottery Ticket	20 mins	02 Nov 2018
The Missing Lottery Ticket	20 mins	03 Nov 2018
Following The Trail	20 mins	05 Nov 2018
Popatlal's Act Of Kindness	20 mins	06 Nov 2018
Preparations For Diwali	19 mins	07 Nov 2018
The Diwali Pooja	20 mins	08 Nov 2018
Popatlal Brings The Crackers	19 mins	09 Nov 2018
Popatlal's Bhai Dooj Misery	19 mins	12 Nov 2018
A Surprise For Popatlal	20 mins	13 Nov 2018
Happy Children's Day	19 mins	14 Nov 2018
Bhide's Worry	19 mins	15 Nov 2018
The Ideal Teacher	19 mins	16 Nov 2018
A Teacher's Advice	16 mins	19 Nov 2018
Risky Business	19 mins	20 Nov 2018
Work Frustrations	19 mins	21 Nov 2018
Selling The Business	19 mins	22 Nov 2018
Newspaper Ad	19 mins	23 Nov 2018
The Real Culprits	20 mins	26 Nov 2018
The Flashbacks	20 mins	27 Nov 2018
Nattu and Bagha's Explanation	20 mins	28 Nov 2018
Bad Decisions	20 mins	29 Nov 2018
Surma Bhai	20 mins	30 Nov 2018
Saving Gada Electronics	20 mins	03 Dec 2018
Popatlal Has The Solution	20 mins	04 Dec 2018
Beware of Surma Bhai	19 mins	05 Dec 2018
On The Way	20 mins	06 Dec 2018
The Widow On The Road	21 mins	07 Dec 2018
The Negotiation	20 mins	10 Dec 2018
All Hope Is Lost	20 mins	11 Dec 2018
Consulting A Lawyer	19 mins	12 Dec 2018
The Last Resort	19 mins	13 Dec 2018
Brainstorming	FULL_HD119 mins	14 Dec 2018
All The Options Are Exhausted	20 mins	17 Dec 2018
Jethalal Is Missing	20 mins	18 Dec 2018
Where Is Jethalal?	19 mins	19 Dec 2018
The Good News	20 mins	20 Dec 2018
The Tables Have Turned	19 mins	21 Dec 2018
Jethalal On Crossroads	20 mins	24 Dec 2018
Nattu And Bagha's Secret Plan	20 mins	25 Dec 2018
The Super Hit Plan	19 mins	26 Dec 2018
Preparations for New Year	20 mins	27 Dec 2018
New Year Surprise	20 mins	28 Dec 2018
Stolen Gold	20 mins	31 Dec 2018
Ranveer Singh In Gokuldham	19 mins	01 Jan 2019
Taarak's New Year Resolution	18 mins	02 Jan 2019
New Year's Resolution In Danger	21 mins	03 Jan 2019
The Cheat Meal	20 mins	04 Jan 2019
Panic Mode	21 mins	07 Jan 2019
Tapu And Goli's Secret Mission	20 mins	08 Jan 2019
Taarak's Confession	19 mins	09 Jan 2019
A Review Of 2018	20 mins	10 Jan 2019
Jethalal's Sakranti Surprise	19 mins	11 Jan 2019
Well Kept Surprise	19 mins	14 Jan 2019
The Surprise Trip	20 mins	15 Jan 2019
Get Ready For The Surprise	21 mins	16 Jan 2019
International Kite Competition	20 mins	17 Jan 2019
Celebrating Unity	20 mins	18 Jan 2019
Statue Of Unity	20 mins	21 Jan 2019
Champaklal Is Missing	20 mins	22 Jan 2019
Popatlal's Misery	20 mins	23 Jan 2019
Popatlal's Kite	19 mins	24 Jan 2019
False Hope	19 mins	25 Jan 2019
The Prank On Popatlal	20 mins	28 Jan 2019
Gogi's New Friend	19 mins	29 Jan 2019
Gogi and SuperX	20 mins	30 Jan 2019
Gogi's Demand	21 mins	31 Jan 2019
Gogi Lies	20 mins	01 Feb 2019
Where Is The Phone?	20 mins	04 Feb 2019
Gogi Comes To His Senses	20 mins	05 Feb 2019
Jethalal And The Case Of The Stolen Phone	19 mins	06 Feb 2019
Jethalal Behind Bars	20 mins	07 Feb 2019
Confusion All Over	20 mins	08 Feb 2019
Champaklal Is Fired Up	19 mins	11 Feb 2019
A Lesson Learned	20 mins	12 Feb 2019
Tapu Sena's Trip	19 mins	13 Feb 2019
When Life Gives You Lemons	21 mins	14 Feb 2019
The Dilemma	20 mins	15 Feb 2019
Roshan Argues With Roshan	21 mins	18 Feb 2019
Dinner At Bhide's House	21 mins	19 Feb 2019
Sodhi Is Stuck	21 mins	20 Feb 2019
The Stomach Ache	20 mins	21 Feb 2019
The Check-Up	20 mins	22 Feb 2019
The Act	21 mins	25 Feb 2019
Leaving For The Party	21 mins	26 Feb 2019
Cross Questioning	21 mins	27 Feb 2019
The Party Begins	21 mins	28 Feb 2019
The Truth Is Out	20 mins	01 Mar 2019
Gang In Trouble	19 mins	04 Mar 2019
Sodhi And Popatlal Are Caught	22 mins	05 Mar 2019
Sodhi's Confession	20 mins	06 Mar 2019
The Result	21 mins	07 Mar 2019
The Workshop	19 mins	08 Mar 2019
Sonu Goes To Delhi	19 mins	11 Mar 2019
Search for Popatlal's Bride	20 mins	12 Mar 2019
The Misunderstanding	20 mins	13 Mar 2019
The Disappointment	20 mins	14 Mar 2019
Popatlal's Misery	20 mins	15 Mar 2019
The Great Depression	20 mins	18 Mar 2019
Popatlal's Despair	20 mins	19 Mar 2019
Happy Holi	20 mins	20 Mar 2019
The Message	21 mins	21 Mar 2019
A Strange Message	20 mins	22 Mar 2019
The Emergency Meeting	20 mins	25 Mar 2019
Singapore Confirmation	20 mins	26 Mar 2019
Gokuldham To Singapore	19 mins	27 Mar 2019
Jethalal Rides To Sentosa	19 mins	28 Mar 2019
Gokuldham Is Finally In Singapore	20 mins	29 Mar 2019
Everyone Enjoys The Amusement Park	19 mins	01 Apr 2019
Bungee Jumping	20 mins	02 Apr 2019
Iyer Mocks Jethalal	20 mins	03 Apr 2019
Gardens By The Bay	21 mins	04 Apr 2019
Gokuldham Explores The City Of Singapore	19 mins	05 Apr 2019
Champaklal Scared Of The Cruise	21 mins	08 Apr 2019
Champaklal Finds Popatlal Dancing In A Bar	20 mins	09 Apr 2019
A Letter From The Sponsor	19 mins	10 Apr 2019
Meet The Sponsor	19 mins	11 Apr 2019
Welcome Back To Gokuldhaam	20 mins	12 Apr 2019
Popatlal Thanks Asit	20 mins	15 Apr 2019
Reliving The Singapore Trip	21 mins	16 Apr 2019
A Happy Morning For Gokuldham Society	20 mins	17 Apr 2019
Jethalal Gets Into Trouble	20 mins	18 Apr 2019
Jethlal Tries Selling The Phones	21 mins	19 Apr 2019
An Order For 1000 Phones	21 mins	22 Apr 2019
Champaklal Worries About Elections	20 mins	23 Apr 2019
Jethalal Suspicious About Sevaklal	21 mins	24 Apr 2019
Bagha Fails Tracking Sevaklals Men	21 mins	25 Apr 2019
Fight Against Corruption	19 mins	26 Apr 2019
Jethalal Plans To Expose Sevaklal	20 mins	29 Apr 2019
Execution Of The Plan	19 mins	30 Apr 2019
Jethalal In Trouble	20 mins	01 May 2019
Mission Successful	20 mins	02 May 2019
Sevaklals Truth	20 mins	03 May 2019
Jethalal's Celebration	19 mins	06 May 2019
Champaklal Returns	21 mins	07 May 2019
Hunger Pangs	19 mins	08 May 2019
The Visiting Couple	20 mins	09 May 2019
The Mystery Caller	20 mins	10 May 2019
Dinner For Visitors	20 mins	13 May 2019
Unknown Guests	21 mins	14 May 2019
Before They Arrive	18 mins	15 May 2019
Faces Revealed	19 mins	16 May 2019
Old Friends	19 mins	17 May 2019
Chandu Is Leaving	20 mins	20 May 2019
Trouble On The Way	20 mins	21 May 2019
Abduls Milk	21 mins	22 May 2019
The Price Of Milk	20 mins	23 May 2019
The Value Of Money	20 mins	24 May 2019
Ladies Secret Meeting	20 mins	27 May 2019
Tapu Sena Takes Responsibilty Of The Function	19 mins	28 May 2019
The Special Function	19 mins	29 May 2019
Biking Queens At Gokuldham	19 mins	30 May 2019
Farewell To The Biker Gang	20 mins	31 May 2019
The Milk Conundrum	20 mins	03 Jun 2019
Meeting At Soda Shop	20 mins	04 Jun 2019
Abdul Has A Fight With The Society Members	19 mins	05 Jun 2019
Jethalals Surprise	20 mins	06 Jun 2019
Stolen Milk	20 mins	07 Jun 2019
The Milk Conundrum Continues	20 mins	10 Jun 2019
Milk Thievery	19 mins	11 Jun 2019
Sting Operation	20 mins	12 Jun 2019
Bhide Offers To Teach For Free	20 mins	13 Jun 2019
Jethalals Delhi Trip	19 mins	14 Jun 2019
Water Plight In Gokuldham Society	20 mins	17 Jun 2019
Every Drop Of Water Counts	19 mins	18 Jun 2019
Water Crisis Continues	19 mins	19 Jun 2019
Waterless Gokuldham Society	20 mins	20 Jun 2019
Mission Find Water	20 mins	21 Jun 2019
Water To Come Soon	20 mins	24 Jun 2019
Water On High Demand	19 mins	25 Jun 2019
Water Problem Solved	20 mins	26 Jun 2019
New Admission	21 mins	27 Jun 2019
Bhides Tution Board	20 mins	28 Jun 2019
Tapu Sena Is Struggling	20 mins	01 Jul 2019
Bhide Is Furious	21 mins	02 Jul 2019
Tapu Sena And The Tuition Board	20 mins	03 Jul 2019
Baga Spills The Beans	21 mins	04 Jul 2019
The New Tuition Board	21 mins	05 Jul 2019
Jethalal Meets Babita	21 mins	08 Jul 2019
Bagha Bunks Duty	19 mins	09 Jul 2019
Natu Kaka Scolds Bagha	19 mins	10 Jul 2019
Bagha And Natu Kaka	19 mins	11 Jul 2019
Bagha Quarrels With Natu Kaka	19 mins	12 Jul 2019
Jethalal In Dilemma	19 mins	15 Jul 2019
The Fight Continues	20 mins	16 Jul 2019
Bhide Is Blamed	20 mins	17 Jul 2019
Bagha Gets Late	19 mins	18 Jul 2019
Champaklals Idea	19 mins	19 Jul 2019
Bagha And Natu Kaka Reunite	19 mins	22 Jul 2019
Unmindful Jethalal	20 mins	23 Jul 2019
Problem In Gokuldham	19 mins	24 Jul 2019
Argument With Tempo Drivers	19 mins	25 Jul 2019
Sodhi Is Angry	18 mins	26 May 2019
Chaos At The Police Station	19 mins	29 Jul 2019
Tempo Driver Comes Clean	20 mins	30 Jul 2019
Way To Find The KIdnappers	20 mins	31 Jul 2019
Confirmation From Checkpost	19 mins	01 Aug 2019
Obstacles On The Way	20 mins	02 Aug 2019
Finding Champak Chacha	21 mins	05 Aug 2019
Champak Chacha Is Found	20 mins	06 Aug 2019
Tappu Sena Play Cricket	21 mins	07 Aug 2019
Bhide Loses It	20 mins	08 Aug 2019
Madhvi Knows It All	19 mins	09 Aug 2019
Ratnagiri Plan Is Doubtful	20 mins	12 Aug 2019
Jethalal To The Rescue	20 mins	13 Aug 2019
Iyer Teaches Jethalal A Lesson	20 mins	14 Aug 2019
Independence Day Celebrations	20 mins	15 Aug 2019
Iyer Unfurls The Flag	20 mins	16 Aug 2019
Sonu Challenges Goli	20 mins	19 Aug 2019
All Focus On The Challenge	19 mins	20 Aug 2019
Everybody Tries To Stop Bhide	20 mins	21 Aug 2019
Sodhi To The Rescue	20 mins	22 Aug 2019
Plan To Stop Bhide	19 mins	23 Aug 2019
Jethalal Attacks Sodhi	20 mins	26 Aug 2019
Sonu Is Successful With The Surprise	20 mins	27 Aug 2019
Jethalal's Shirt Button	20 mins	28 Aug 2019
Where Did Sonu Go?	20 mins	29 Aug 2019
Bhide Is Irritated	20 mins	30 Aug 2019
Bhide Takes Jethalal To Catch Tapu	19 mins	02 Sep 2019
Sonu Reveals The Truth	20 mins	03 Sep 2019
Jethalal Does Exercise	20 mins	04 Sep 2019
The Clubhouse Meeting	20 mins	05 Sep 2019
Ganesh Chaturthi Preparations	21 mins	06 Sep 2019
The Storm	19 mins	09 Sep 2019
Miraculous Help	20 mins	10 Sep 2019
Gokuldham Rangarang Karyakram	20 mins	11 Sep 2019
Everybody Wants To Win	20 mins	12 Sep 2019
Jethalal Thinks Of A Plan	20 mins	13 Sep 2019
Time To Dance	20 mins	16 Sep 2019
Cultural Programme In The Society	20 mins	17 Sep 2019
More Fun And Entertainment	19 mins	18 Sep 2019
Jethalal Dreams Of Babita	20 mins	19 Sep 2019
Jethalal's Rocking Performance	19 mins	20 Sep 2019
Tapu Sena's Prank	20 mins	23 Sep 2019
Vegetable Crisis	20 mins	24 Sep 2019
Dr	19 mins	25 Sep 2019
Social Awareness	20 mins	26 Sep 2019
In The Middle Of A Riddle	20 mins	27 Sep 2019
The Unknown Gift	20 mins	30 Sep 2019
Jethalal Gets Angry	20 mins	01 Oct 2019
Puzzles Solved!	20 mins	02 Oct 2019
Gandhi Jayanti Program	19 mins	03 Oct 2019
Knowing Gandhiji	19 mins	04 Oct 2019
Salsa Lessons For The Women	20 mins	07 Oct 2019
Daya Is Missed	20 mins	08 Oct 2019
Jethalal's Dream	21 mins	09 Oct 2019
Sundar Speaks To Jethalal	21 mins	10 Oct 2019
Jethalal Has A Misconception	20 mins	11 Oct 2019
Good News And Garba	20 mins	14 Oct 2019
Sundar Arrives At Gokuldham	19 mins	15 Oct 2019
Test For Jethalal	19 mins	16 Oct 2019
Daya Speaks To Jethalal	20 mins	17 Oct 2019
Leakage In The Shop	20 mins	18 Oct 2019
Jethalal's Troubles	29 mins	21 Oct 2019
The Society Secretary	29 mins	22 Oct 2019
A Rash Decision	30 mins	23 Oct 2019
The Gang Gets Caught	31 mins	24 Oct 2019
Rough Jail Time	30 mins	25 Oct 2019
Misunderstanding Is Cleared	20 mins	28 Oct 2019
Diwali Celebrations At Gokuldham	20 mins	29 Oct 2019
Fun At Jethalal's Shop	19 mins	30 Oct 2019
Back To The Same Old	20 mins	31 Oct 2019
Bhide's Troubles Don't End	20 mins	01 Nov 2019
Bhide Is Going Through A Bad Time	20 mins	04 Nov 2019
Theft At Bhide's House	21 mins	05 Nov 2019
The Intense Investigation	21 mins	06 Nov 2019
The Questioning Session	21 mins	07 Nov 2019
Madhvi Clarifies The Doubt	22 mins	08 Nov 2019
Jethalal Gets Scolded	21 mins	11 Nov 2019
Sodhi's Announcement	20 mins	12 Nov 2019
Nattu Kaka Wants A Holiday	19 mins	13 Nov 2019
The Keertana Programme	19 mins	14 Nov 2019
Jethalal's New Shirt	20 mins	15 Nov 2019
Calls Diversion To Jethalal's Phone	20 mins	18 Nov 2019
A Bad Day For Jethalal	20 mins	19 Nov 2019
Bagha's Dream	19 mins	20 Nov 2019
Jethalal Breaks Champaklal's Specs	19 mins	21 Nov 2019
Babita And Jethalal's Exercise Session	21 mins	22 Nov 2019
A Hungry Dog	20 mins	25 Nov 2019
Cool Dude Eye Patch	20 mins	26 Nov 2019
Bhide's Promise To Jethalal	20 mins	27 Nov 2019
The Tea Powder Revelation	20 mins	28 Nov 2019
Bhide Is Stuck	21 mins	29 Nov 2019
Frauds At The Specs Shop	20 mins	02 Dec 2019
Bhide's Sakharam Is Stolen	20 mins	03 Dec 2019
Chachaji Is Kidnapped	20 mins	04 Dec 2019
Jethalal Is Angry With Bhide	20 mins	05 Dec 2019
Chalu Pandey Joins The Dots	20 mins	06 Dec 2019
Wrong Destination	19 mins	09 Dec 2019
Another Day Of Worries	20 mins	10 Dec 2019
Jethalal Pressures The Police	21 mins	11 Dec 2019
Pandeyji Is Determined	20 mins	12 Dec 2019
Chachaji's Homecoming	21 mins	13 Dec 2019
Chachaji's Arrival	20 mins	16 Dec 2019
Sakharam Is Missing Again	20 mins	17 Dec 2019
Tapu Sena Fix Sakharam	22 mins	18 Dec 2019
Jethalal Cooks For Everyone	21 mins	19 Dec 2019
Jethalal Tries To Cook	20 mins	20 Dec 2019
Iyer's New Boss	20 mins	23 Dec 2019
Jetha's Helping Hand For Iyer	21 mins	24 Dec 2019
Iyer's Bad Day	20 mins	25 Dec 2019
Bagha's Fantastic Idea	21 mins	26 Dec 2019
Jethalal Is In A Tough Spot	21 mins	27 Dec 2019
Dinner At Iyers	20 mins	30 Dec 2019
Memories Of The Year Gone By	41 mins	31 Dec 2019
New Year Party	19 mins	01 Jan 2020
A New Beginning	20 mins	02 Jan 2020
Bhide And Popatlal's Special Guest	19 mins	03 Jan 2020
Curiosity Consumes Gokuldham	18 mins	06 Jan 2020
Special Guests Arrive At The Club House	19 mins	07 Jan 2020
Who Is The Thief?	19 mins	08 Jan 2020
Mobile Creates Misunderstanding	19 mins	09 Jan 2020
Sodhi Plans For Lohri Celebration	21 mins	10 Jan 2020
Gokuldham Plans For Lohri Celebration	21 mins	13 Jan 2020
Jetha Fails to Arrange Wood	20 mins	14 Jan 2020
Lohri Celebration	21 mins	15 Jan 2020
Tapu Sena's Surprise	20 mins	16 Jan 2020
Jethalal In Trouble	22 mins	17 Jan 2020
Phone Mishandling	20 mins	20 Jan 2020
Tapu Sena Wants To Dance	19 mins	21 Jan 2020
Tapu Sena's Dance Performance	20 mins	22 Jan 2020
Bhide In Search Of Sonu	19 mins	23 Jan 2020
Tapu Sena's Disappointment	21 mins	24 Jan 2020
Gokuldham Ke Stars	19 mins	27 Jan 2020
A Tiff Between Jethalal And Bhide	20 mins	28 Jan 2020
The Fight Resolves	19 mins	29 Jan 2020
Nattu Kaka And Bagha Get A Magical Ring	21 mins	30 Jan 2020
Chamatkaar Ko Namaskaar	20 mins	31 Jan 2020
Popatlal Meets His Match	19 mins	03 Feb 2020
Jethalal Wears The Magical Ring	19 mins	04 Feb 2020
Jethalal Gets Lucky	20 mins	05 Feb 2020
Jethalal's Magical Life	20 mins	06 Feb 2020
Bagha's Clever Scheme	21 mins	07 Feb 2020
Jethalal Calls A Meeting	21 mins	10 Feb 2020
Everyone Gets The Ring	21 mins	11 Feb 2020
Sunder Cons Jethalal	21 mins	12 Feb 2020
Jethalal Outsmarts Tapu Sena	21 mins	13 Feb 2020
Bhide's Valentine Dilemma	21 mins	14 Feb 2020
Bhide's Valentine Troubles	21 mins	17 Feb 2020
Bhide's Plan Fails	19 mins	18 Feb 2020
Bhide's Khandala Trip	19 mins	19 Feb 2020
Bhide Prank Calls Tapu	20 mins	20 Feb 2020
Tapu Proposes Sonu	21 mins	21 Feb 2020
Jethalal - The Life Doctor	22 mins	24 Feb 2020
Jethalal's Idea For Sunday Brunch	21 mins	25 Feb 2020
Iyer Tries To Read Gujarati	21 mins	26 Feb 2020
Gokuldham's War Of Languages	20 mins	27 Feb 2020
Gokuldham Speaks In Native Language	21 mins	28 Feb 2020
Popatlal's Saucy Affair	20 mins	03 Mar 2020
Jethalal's Expensive Holi	20 mins	04 Mar 2020
Jethalal's Reaches Bagha's House	20 mins	05 Mar 2020
No Holi In Gokuldham	21 mins	06 Mar 2020
Holi At Gokuldham	22 mins	09 Mar 2020
Tapu Introduces A New Game	22 mins	10 Mar 2020
Gokuldham's Holi Blast	22 mins	11 Mar 2020
The Anonymous Envelope	20 mins	12 Mar 2020
Bhide Family To Watch Angrezi Medium	21 mins	13 Mar 2020
Corona Virus Awareness In Gokuldham	20 mins	16 Mar 2020
Gokuldham Takes Preventive Steps Against Coronavirus	21 mins	17 Mar 2020
Gokuldham Residents Sanitize Themselves	18 mins	18 Mar 2020
Gokuldham Men Return Home Early	18 mins	19 Mar 2020
Tapu Sena's Coronavirus Rap	18 mins	20 Mar 2020
Gokuldham Unlocked!	20 mins	22 Jul 2020
Ignoring Unknown Numbers	21 mins	23 Jul 2020
Jittery Jethalal	20 mins	24 Jul 2020
Inspector Interrogates Jethalal	19 mins	27 Jul 2020
Sparks Of Happiness	23 mins	28 Jul 2020
Thieves As Cops	20 mins	29 Jul 2020
The Ultimatum	20 mins	30 Jul 2020
The Cure For Weird Dreams	20 mins	31 Jul 2020
Technologically Handicapped Jetha	21 mins	03 Aug 2020
The Video Call Fiasco	20 mins	04 Aug 2020
Sleepless Nights	22 mins	05 Aug 2020
Sleep Therapy	20 mins	06 Aug 2020
Tremors Of The Riots?	20 mins	07 Aug 2020
Work In Protest	21 mins	10 Aug 2020
Old And Wise	21 mins	11 Aug 2020
Remedy For The Crisis	21 mins	12 Aug 2020
Dr	21 mins	13 Aug 2020
Bothersome Morning	21 mins	14 Aug 2020
Call Blunder	20 mins	17 Aug 2020
Babita And Breakfast	20 mins	18 Aug 2020
Sundar’s Worrisome Call	20 mins	19 Aug 2020
Sundar’s Bizarre Behaviour	22 mins	20 Aug 2020
The Dream Disturbance	21 mins	21 Aug 2020
Sundar Turns Advisor	20 mins	24 Aug 2020
A Dose For Dream	21 mins	25 Aug 2020
Who Needs Help?	21 mins	26 Aug 2020
Help Accepted	21 mins	27 Aug 2020
Blissful Sleep At Last	20 mins	28 Aug 2020
One Man Army	21 mins	31 Aug 2020
Tapu Sena At Task	21 mins	01 Sep 2020
Tapu Sena’s Taiyaari	21 mins	02 Sep 2020
Tapu Sena, The Smart Organisers	21 mins	03 Sep 2020
Mystery Lady	21 mins	04 Sep 2020
Rangarang Some More	21 mins	07 Sep 2020
Jetha Aur Babita Ki Doori	19 mins	08 Sep 2020
Rangarang Finale	21 mins	09 Sep 2020
Ganapati Utsav Wrap Up	20 mins	10 Sep 2020
The Prankster Tapu Sena	21 mins	11 Sep 2020
Smart Gifts	21 mins	14 Sep 2020
Special Gifts For Abdul And Jetha	21 mins	15 Sep 2020
Bhide’s Nightmare Becomes Reality	21 mins	16 Sep 2020
Vendors Blame Residents	21 mins	17 Sep 2020
Chalo Police Station!	21 mins	18 Sep 2020
Tapu Sena Saves The Day	22 mins	21 Sep 2020
Closed Till Further Notice	21 mins	22 Sep 2020
Fafda Party For Mehta	21 mins	23 Sep 2020
Together Till 3000!	21 mins	24 Sep 2020
Jethalal Outsmarts Anjali	21 mins	25 Sep 2020
Gokuldham Faces New Normal	21 mins	28 Sep 2020
Abdul’s Essential Service	21 mins	29 Sep 2020
Covid-19 In Gokuldham?	19 mins	30 Sep 2020
Gokuldham In Quarantine	21 mins	01 Oct 2020
Abdul’s Covid-19 Fear	21 mins	02 Oct 2020
Covid Test - Positive Or Negative?	19 mins	05 Oct 2020
